tmed,modelo,type_value,value,name_modelo,type
22.8,mtrat6,predicted,0.11036733258361275,Temp (Logistic_Mod),univariate
22.900000000000002,mtrat3,teffect,0.002091358615403175,Temp (Log-normal),univariate
22.900000000000002,mtrat6,teffect,0.19771588604618945,Temp (Logistic_Mod),univariate
22.900000000000002,mtrat3,predicted,0.002509602815189319,Temp (Log-normal),univariate
22.900000000000002,mtrat6,predicted,0.11036733256183161,Temp (Logistic_Mod),univariate
23,mtrat3,teffect,0.002021689685051414,Temp (Log-normal),univariate
23,mtrat6,teffect,0.1977158860132688,Temp (Logistic_Mod),univariate
23,mtrat3,predicted,0.002426001015644146,Temp (Log-normal),univariate
23,mtrat6,predicted,0.11036733254345492,Temp (Logistic_Mod),univariate
23.1,mtrat3,teffect,0.0019544487638400157,Temp (Log-normal),univariate
23.1,mtrat6,teffect,0.1977158859854938,Temp (Logistic_Mod),univariate
23.1,mtrat3,predicted,0.0023453127951136286,Temp (Log-normal),univariate
23.1,mtrat6,predicted,0.11036733252795058,Temp (Logistic_Mod),univariate
23.2,mtrat3,teffect,0.0018895477022369774,Temp (Log-normal),univariate
23.2,mtrat6,teffect,0.19771588596206013,Temp (Logistic_Mod),univariate
23.2,mtrat3,predicted,0.0022674323753194554,Temp (Log-normal),univariate
23.2,mtrat6,predicted,0.11036733251486963,Temp (Logistic_Mod),univariate
23.3,mtrat3,teffect,0.0018269016685937174,Temp (Log-normal),univariate
23.3,mtrat6,teffect,0.19771588594228923,Temp (Logistic_Mod),univariate
23.3,mtrat3,predicted,0.0021922579593997536,Temp (Log-normal),univariate
23.3,mtrat6,predicted,0.11036733250383328,Temp (Logistic_Mod),univariate
23.400000000000002,mtrat3,teffect,0.0017664290204141317,Temp (Log-normal),univariate
23.400000000000002,mtrat6,teffect,0.19771588592560857,Temp (Logistic_Mod),univariate
23.400000000000002,mtrat3,predicted,0.002119691577433653,Temp (Log-normal),univariate
23.400000000000002,mtrat6,predicted,0.11036733249452194,Temp (Logistic_Mod),univariate
23.5,mtrat3,teffect,0.0017080511807346802,Temp (Log-normal),univariate
23.5,mtrat6,teffect,0.19771588591153516,Temp (Logistic_Mod),univariate
23.5,mtrat3,predicted,0.002049638938099017,Temp (Log-normal),univariate
23.5,mtrat6,predicted,0.110367332486666,Temp (Logistic_Mod),univariate
23.6,mtrat3,teffect,0.0016516925194099963,Temp (Log-normal),univariate
23.6,mtrat6,teffect,0.1977158858996615,Temp (Logistic_Mod),univariate
23.6,mtrat3,predicted,0.001982009286216735,Temp (Log-normal),univariate
23.6,mtrat6,predicted,0.11036733248003798,Temp (Logistic_Mod),univariate
23.7,mtrat3,teffect,0.001597280239106677,Temp (Log-normal),univariate
23.7,mtrat6,teffect,0.19771588588964373,Temp (Logistic_Mod),univariate
23.7,mtrat3,predicted,0.0019167152659447715,Temp (Log-normal),univariate
23.7,mtrat6,predicted,0.11036733247444594,Temp (Logistic_Mod),univariate
23.8,mtrat3,teffect,0.0015447442658158435,Temp (Log-normal),univariate
23.8,mtrat6,teffect,0.19771588588119177,Temp (Logistic_Mod),univariate
23.8,mtrat3,predicted,0.00185367278939468,Temp (Log-normal),univariate
23.8,mtrat6,predicted,0.11036733246972795,Temp (Logistic_Mod),univariate
23.900000000000002,mtrat3,teffect,0.0014940171437027422,Temp (Log-normal),univariate
23.900000000000002,mtrat6,teffect,0.19771588587406086,Temp (Logistic_Mod),univariate
23.900000000000002,mtrat3,predicted,0.0017928009104525076,Temp (Log-normal),univariate
23.900000000000002,mtrat6,predicted,0.1103673324657474,Temp (Logistic_Mod),univariate
24,mtrat3,teffect,0.0014450339341188423,Temp (Log-normal),univariate
24,mtrat6,teffect,0.19771588586804456,Temp (Logistic_Mod),univariate
24,mtrat3,predicted,0.0017340217035946414,Temp (Log-normal),univariate
24,mtrat6,predicted,0.11036733246238903,Temp (Logistic_Mod),univariate
24.1,mtrat3,teffect,0.0013977321186090727,Temp (Log-normal),univariate
24.1,mtrat6,teffect,0.19771588586296862,Temp (Logistic_Mod),univariate
24.1,mtrat3,predicted,0.0016772601474977695,Temp (Log-normal),univariate
24.1,mtrat6,predicted,0.11036733245955559,Temp (Logistic_Mod),univariate
24.200000000000003,mtrat3,teffect,0.0013520515057534647,Temp (Log-normal),univariate
24.200000000000003,mtrat6,teffect,0.19771588585868607,Temp (Logistic_Mod),univariate
24.200000000000003,mtrat3,predicted,0.0016224440132500777,Temp (Log-normal),univariate
24.200000000000003,mtrat6,predicted,0.11036733245716501,Temp (Logistic_Mod),univariate
24.3,mtrat3,teffect,0.0013079341416890788,Temp (Log-normal),univariate
24.3,mtrat6,teffect,0.1977158858550729,Temp (Logistic_Mod),univariate
24.3,mtrat3,predicted,0.0015695037569787398,Temp (Log-normal),univariate
24.3,mtrat6,predicted,0.1103673324551481,Temp (Logistic_Mod),univariate
24.400000000000002,mtrat3,teffect,0.0012653242241641093,Temp (Log-normal),univariate
24.400000000000002,mtrat6,teffect,0.1977158858520245,Temp (Logistic_Mod),univariate
24.400000000000002,mtrat3,predicted,0.0015183724167159732,Temp (Log-normal),univariate
24.400000000000002,mtrat6,predicted,0.11036733245344643,Temp (Logistic_Mod),univariate
24.5,mtrat3,teffect,0.0012241680199823611,Temp (Log-normal),univariate
24.5,mtrat6,teffect,0.19771588584945254,Temp (Logistic_Mod),univariate
24.5,mtrat3,predicted,0.0014689855133334989,Temp (Log-normal),univariate
24.5,mtrat6,predicted,0.11036733245201075,Temp (Logistic_Mod),univariate
24.6,mtrat3,teffect,0.001184413785701702,Temp (Log-normal),univariate
24.6,mtrat6,teffect,0.1977158858472826,Temp (Logistic_Mod),univariate
24.6,mtrat3,predicted,0.0014212809553817273,Temp (Log-normal),univariate
24.6,mtrat6,predicted,0.11036733245079947,Temp (Logistic_Mod),univariate
24.700000000000003,mtrat3,teffect,0.0011460116914558498,Temp (Log-normal),univariate
24.700000000000003,mtrat6,teffect,0.19771588584545183,Temp (Logistic_Mod),univariate
24.700000000000003,mtrat3,predicted,0.0013751989476769044,Temp (Log-normal),univariate
24.700000000000003,mtrat6,predicted,0.1103673324497775,Temp (Logistic_Mod),univariate
24.8,mtrat3,teffect,0.0011089137477740183,Temp (Log-normal),univariate
24.8,mtrat6,teffect,0.19771588584390723,Temp (Logistic_Mod),univariate
24.8,mtrat3,predicted,0.0013306819034856522,Temp (Log-normal),univariate
24.8,mtrat6,predicted,0.11036733244891529,Temp (Logistic_Mod),univariate
24.900000000000002,mtrat3,teffect,0.0010730737352780775,Temp (Log-normal),univariate
24.900000000000002,mtrat6,teffect,0.19771588584260405,Temp (Logistic_Mod),univariate
24.900000000000002,mtrat3,predicted,0.001287674360162484,Temp (Log-normal),univariate
24.900000000000002,mtrat6,predicted,0.11036733244818783,Temp (Logistic_Mod),univariate
25,mtrat3,teffect,0.0010384471371417728,Temp (Log-normal),univariate
25,mtrat6,teffect,0.19771588584150454,Temp (Logistic_Mod),univariate
25,mtrat3,predicted,0.0012461228981017571,Temp (Log-normal),univariate
25,mtrat6,predicted,0.11036733244757407,Temp (Logistic_Mod),univariate
